Ticker,Name,Description,Mrkt Cap,Sector
ARCC,Ares Capital,Capital Markets,9.76B,Financials
ARCE,Arco Platform,Diversified Consumer Services,1.20B,Discretionary
ARCH,Arch Resources,"Oil, Gas & Consumable Fuels",1.40B,Energy
ARCK,Arbor Rapha Capital Bioholdings I,Blank Check / SPAC,186.56M,SPAC
ARCO,Arcos Dorados Holdings,"Hotels, Restaurants & Leisure",1.23B,Discretionary
ARCT,Arcturus Therapeutics Holdings,Biotechnology,975.60M,Healthcare
ARDS,Aridis Pharmaceuticals,Biotechnology,32.75M,Healthcare
ARDX,Ardelyx,Biotechnology,124.02M,Healthcare
ARE,Alexandria Real Estate Equities,Equity Real Estate Investment Trusts...,34.55B,Real Estate
AREC,American Resources,"Oil, Gas & Consumable Fuels",111.12M,Energy
ARES,Ares Management,Capital Markets,13.91B,Financials
ARGO,Argo Group International Holdings,Insurance,2.03B,Financials
ARGU,Argus Capital,Blank Check / SPAC,324.23M,SPAC
ARGX,Argenx SE,Biotechnology,18.39B,Healthcare
ARHS,Arhaus,Home Improvement Retail,1.86B,Discretionary
ARI,Apollo Commercial Real Estate Finance,Mortgage Real Estate Investment Trus...,1.84B,Real Estate
ARIS,Aris Water Solutions,Commercial Services & Supplies,262.85M,Industrial
ARKO,ARKO Corp.,Grocery Stores,1.09B,Staples
ARKR,Ark Restaurants,"Hotels, Restaurants & Leisure",59.75M,Discretionary
ARL,American Realty Investors,Real Estate Management & Development,204.32M,Real Estate
ARLO,Arlo Technologies,"Electronic Equipment, Instruments & C...",884.30M,Industrial
ARLP,Alliance Resource Partners,"Oil, Gas & Consumable Fuels",1.61B,Energy
ARMK,Aramark,"Hotels, Restaurants & Leisure",9.45B,Discretionary
ARMP,Armata Pharmaceuticals,Biotechnology,148.43M,Healthcare
ARNA,Arena Pharmaceuticals,Biotechnology,5.71B,Healthcare
ARNC,Arconic,Aerospace & Defense,3.52B,Industrial
AROC,Archrock,Energy Equipment & Services,1.15B,Energy
AROW,Arrow Financial,Banks,564.50M,Financials
ARQQ,Arqit Quantum,Software-Infrastructure,2.88B,Information Technology
ARQT,Arcutis Biotherapeutics,Biotechnology,1.04B,Healthcare
ARR,ARMOUR Residential REIT,Mortgage Real Estate Investment Trus...,879.85M,Real Estate
ARRW,Arrowroot Acquisition,Blank Check / SPAC,348.59M,SPAC
ARRY,Array Technologies,Solar,2.12B,Energy
ARTA,Artisan Acquisition,Blank Check / SPAC,435.23M,SPAC
ARTE,Artemis Strategic Investment,Blank Check / SPAC,255.78M,SPAC
ARTL,Artelo Biosciences,Pharmaceuticals,21.95M,Healthcare
ARTNA,Artesian Resources,Water Utilities,434.89M,Utilities
ARTW,Art's-Way Manufacturing Co.,Machinery,16.05M,Industrials
ARVL,Arrival,Auto Manufacturers,4.72B,Industrial
ARVN,Arvinas,Pharmaceuticals,4.34B,Healthcare
ARW,Arrow Electronics,"Electronic Equipment, Instruments & C...",9.35B,Industrial
ARWR,Arrowhead Pharmaceuticals,Biotechnology,6.93B,Healthcare
ARYD,ARYA Sciences Acquisition IV,Blank Check / SPAC,190.23M,SPAC
ARYE,Arya Sciences Acquisition V,Blank Check / SPAC,186.11M,SPAC
ASA,ASA Gold and Precious Metals,Capital Markets,406.82M,Financials
ASAI,Sendas Distribuidora,Food & Staples Retailing,3.19B,Staples
ASAN,Asana,Software,13.90B,Information Technology
ASAQ,Atlantic Street Acquisition,Blank Check / SPAC,306.25M,SPAC
ASAX,Astrea Acquisition,Blank Check / SPAC,217.73M,SPAC
ASB,Associated Banc-Corp,Banks,3.39B,Financials
ASC,Ardmore Shipping,"Oil, Gas & Consumable Fuels",116.15M,Energy
ASGN,ASGN Incorporated,Professional Services,6.43B,Services
ASH,Ashland Global Holdings,Chemicals,6.13B,Materials
ASIX,AdvanSix,Chemicals,1.33B,Materials
ASLE,AerSale,Airports & Air Services,798.03M,Industrial
ASLN,ASLAN Pharmaceuticals,Biotechnology,77.97M,Healthcare
ASM,Avino Silver & Gold Mines,Metals & Mining,89.01M,Materials
ASMB,Assembly Biosciences,Biotechnology,111.52M,Healthcare
ASML,ASML Holding,Semiconductors & Semiconductor Equipment,330.72B,Information Technology
ASND,Ascendis Pharma,Biotechnology,7.66B,Healthcare
ASO,Academy Sports and Outdoors,Specialty Retail,3.89B,Discretionary
ASPA,Abri SPAC I,Blank Check / SPAC,64.22M,SPAC
ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,283.47M,SPAC
ASPN,Aspen Aerogels,Energy Equipment & Services,1.65B,Energy
ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,178.45M,Real Estate
ASPU,Aspen Group,Diversified Consumer Services,59.08M,Discretionary
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,6.20B,Industrials
ASRT,Assertio Holdings,Pharmaceuticals,97.30M,Healthcare
ASRV,AmeriServ Financial,Banks,65.93M,Financials
ASTC,Astrotech,Aerospace & Defense,33.67M,Industrial
ASTE,Astec Industries,Machinery,1.58B,Industrials
ASTL,Algoma Steel Group,Steel,775.81M,Materials
ASTR,Astra Space,Aerospace & Defense,1.79B,Industrial
ASTS,AST SpaceMobile,Telecom Services,410.74M,Communication
ASUR,Asure Software,Software,156.35M,Information Technology
ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,16.69B,Information Technology
ASXC,Asensus Surgical,Medical Devices,260.17M,Healthcare
ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,141.38M,Information Technology
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1.92B,SPAC
ATA,Americas Technology Acquisition,Blank Check / SPAC,146.89M,SPAC
ATAI,ATAI Life Sciences,Biotechnology,1.22B,Healthcare
ATAQ,Altimar Acquisition III,Blank Check / SPAC,189.40M,SPAC
ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,423.94M,Financials
ATC,Atotech,Electronic Components,4.97B,Industrial
ATCO,Atlas,Marine,3.50B,Industrials
ATCX,Atlas Technical Consultants,Engineering & Construction,283.05M,Industrial
ATEC,Alphatec Holdings,Health Care Equipment & Supplies,1.13B,Healthcare
ATEN,A10 Networks,Software,1.29B,Information Technology
ATER,Aterian,Consumer Electronics,220.00M,Discretionary
ATEX,Anterix,Wireless Telecommunication Services,1.08B,Information Technology
ATGE,Adtalem Global Education,Diversified Consumer Services,1.47B,Discretionary
ATH,Athene Holding,Insurance,16.01B,Financials
ATHA,Athira Pharma,Biotechnology,486.68M,Healthcare
ATHE,Alterity Therapeutics,Biotechnology,36.64M,Healthcare
ATHM,Autohome,Interactive Media & Services,3.68B,Information Technology
ATHN,Athena Technology Acquisition,Blank Check / SPAC,328.62M,SPAC
ATHX,Athersys,Biotechnology,212.32M,Healthcare
ATI,Allegheny Technologies,Metals & Mining,2.03B,Materials
ATIF,ATIF Holdings,Professional Services,30.77M,Services
ATIP,ATI Physical Therapy,Medical Care Facilities,668.69M,Healthcare
ATKR,Atkore,Electrical Equipment,5.15B,Industrial
ATLC,Atlanticus Holdings,Consumer Finance,1.08B,Financials
ATLO,Ames National,Banks,222.67M,Financials
ATNF,180 Life Sciences,Biotechnology,132.66M,Healthcare
ATNI,ATN International,Diversified Telecommunication Services,632.16M,Communication
ATNM,Actinium Pharmaceuticals,Biotechnology,132.41M,Healthcare
ATNX,Athenex,Biotechnology,148.67M,Healthcare
ATO,Atmos Energy,Gas Utilities,13.90B,Utilities
ATOM,Atomera,Semiconductors & Semiconductor Equipment,465.94M,Information Technology
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,202.60M,Healthcare
ATR,AptarGroup,Containers & Packaging,8.06B,Materials
ATRA,Atara Biotherapeutics,Biotechnology,1.42B,Healthcare
ATRC,AtriCure,Health Care Equipment & Supplies,3.19B,Healthcare
ATRI,Atrion,Health Care Equipment & Supplies,1.27B,Healthcare
ATRO,Astronics,Aerospace & Defense,377.59M,Industrial
ATRS,Antares Pharma,Health Care Equipment & Supplies,607.05M,Healthcare
ATSG,Air Transport Services Group,Air Freight & Logistics,2.18B,Industrial
ATTO,Atento,Commercial Services & Supplies,382.95M,Industrial
ATUS,Altice USA,Media,7.36B,Communication
ATVC,Tribe Capital Growth I,Blank Check / SPAC,337.41M,SPAC
ATVI,Activision Blizzard,Entertainment,51.82B,Communication
ATXI,Avenue Therapeutics,Pharmaceuticals,18.98M,Healthcare
ATXS,Astria Therapeutics,Biotechnology,70.12M,Healthcare
ATY,AcuityAds Holdings,Interactive Media & Services,228.00M,Information Technology
AU,AngloGold Ashanti,Metals & Mining,8.76B,Materials
AUB,Atlantic Union Bankshares,Banks,2.82B,Financials
AUBN,Auburn National Bancorporation,Banks,113.94M,Financials
AUD,Audacy,Media,363.57M,Communication
AUDC,AudioCodes,Communications Equipment,1.13B,Industrial
AUGX,Augmedix,Health Information Services,117.05M,Healthcare
AUID,Ipsidy,Software-Infrastructure,325.58M,Information Technology
AUMN,Golden Minerals Company,Metals & Mining,56.87M,Materials
AUPH,Aurinia Pharmaceuticals,Biotechnology,2.97B,Healthcare
AUR,Aurora Innovation,Information Technology Services,12.66B,Information Technology
AURA,Aura Biosciences,Biotechnology,482.40M,Healthcare
AURC,Aurora Acquisition,Blank Check / SPAC,344.03M,SPAC
AUS,Austerlitz Acquisition I,Blank Check / SPAC,957.13M,SPAC
AUTL,Autolus Therapeutics,Biotechnology,378.45M,Healthcare
AUTO,AutoWeb,Interactive Media & Services,45.78M,Information Technology
AUUD,Auddia,Software-Application,22.10M,Information Technology
AUVI,Applied UV,Building Products,26.23M,Industrial
AUY,Yamana Gold,Metals & Mining,4.06B,Materials
AVA,Avista,Multi-Utilities,3.01B,Utilities
AVAC,Avalon Acquisition,Blank Check / SPAC,216.00M,SPAC
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,1.36B,Healthcare
AVAL,Grupo Aval Acciones y Valores,Banks,5.76B,Financials
AVAN,Avanti Acquisition,Blank Check / SPAC,736.50M,SPAC
AVAV,AeroVironment,Aerospace & Defense,1.54B,Industrial
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts...,35.30B,Real Estate
AVCO,Avalon GloboCare,Health Care Providers & Services,72.49M,Healthcare
AVCT,American Virtual Cloud Technologies,IT Services,211.53M,Information Technology
AVD,American Vanguard,Chemicals,507.00M,Materials
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,473.65M,Healthcare
AVDX,AvidXchange Holdings,Software-Infrastructure,2.95B,Information Technology
AVEO,AVEO Pharmaceuticals,Biotechnology,161.21M,Healthcare
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,274.73B,Information Technology
AVGR,Avinger,Health Care Equipment & Supplies,43.00M,Healthcare
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,123.37M,SPAC
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1.47B,Information Technology
AVIR,Atea Pharmaceuticals,Pharmaceuticals,742.94M,Healthcare
AVLR,Avalara,Software,11.22B,Information Technology
AVNS,Avanos Medical,Health Care Equipment & Supplies,1.67B,Healthcare
AVNT,Avient,Chemicals,5.12B,Materials
AVNW,Aviat Networks,Communications Equipment,358.71M,Industrial
AVO,Mission Produce,Farm Products,1.11B,Industrial
AVPT,AvePoint,Software-Infrastructure,1.13B,Information Technology
AVRO,Avrobio,Biotechnology,168.06M,Healthcare
AVT,Avnet,"Electronic Equipment, Instruments & C...",4.09B,Industrial
AVTE,Aerovate Therapeutics,Biotechnology,287.80M,Healthcare
AVTR,Avantor,Life Sciences Tools & Services,25.68B,Healthcare
AVTX,Avalo Therapeutics,Biotechnology,190.94M,Healthcare
AVXL,Anavex Life Sciences,Biotechnology,1.32B,Healthcare
AVY,Avery Dennison,Containers & Packaging,17.93B,Materials
AVYA,Avaya Holdings,Software,1.67B,Information Technology
AWH,Aspira Women's Health,Health Care Equipment & Supplies,198.46M,Healthcare
AWI,Armstrong World Industries,Building Products,5.51B,Industrial
AWK,American Water Works Company,Water Utilities,34.29B,Utilities
AWR,American States Water Company,Water Utilities,3.82B,Utilities
AWRE,Aware,Software,67.91M,Information Technology
AWX,Avalon Holdings,Commercial Services & Supplies,14.08M,Industrial
AX,Axos Financial,Thrifts & Mortgage Finance,3.33B,Financials
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,363.65M,Healthcare
AXGN,Axogen,Health Care Equipment & Supplies,389.44M,Healthcare
AXH,Industrial Human Capital,Blank Check / SPAC,124.00M,SPAC
AXL,American Axle & Manufacturing Holdings,Auto Components,1.06B,Industrial
AXLA,Axcella Health,Biotechnology,81.34M,Healthcare
AXNX,Axonics,Health Care Equipment & Supplies,2.59B,Healthcare
AXON,Axon Enterprise,Aerospace & Defense,10.75B,Industrial
AXP,American Express Company,Consumer Finance,126.72B,Financials
AXR,AMREP,Commercial Services & Supplies,111.51M,Industrial
AXS,AXIS Capital Holdings,Insurance,4.62B,Financials
AXSM,Axsome Therapeutics,Pharmaceuticals,1.42B,Healthcare
AXTA,Axalta Coating Systems,Chemicals,7.56B,Materials
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,376.81M,Information Technology
AXU,Alexco Resource,Commercial Services & Supplies,263.94M,Industrial
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3.99B,Energy
AYI,Acuity Brands,Electrical Equipment,7.41B,Industrial
AYLA,Ayala Pharmaceuticals,Biotechnology,118.59M,Healthcare
AYRO,"AYRO, Inc.",Auto Manufacturers,59.36M,Industrial
AYTU,Aytu BioPharma,Pharmaceuticals,38.00M,Healthcare
AYX,Alteryx,Software,4.08B,Information Technology
AZEK,The AZEK Company,Building Products,7.16B,Industrial
AZN,AstraZeneca,Pharmaceuticals,181.44B,Healthcare
AZO,AutoZone,Specialty Retail,43.26B,Discretionary
AZPN,Aspen Technology,Software,10.19B,Information Technology
AZRE,Azure Power Global,Independent Power and Renewable Elect...,877.24M,Energy
AZTA,Azenta,Semiconductor Equipment & Materials,7.66B,Information Technology
AZUL,Azul S.A.,Airlines,1.52B,Industrial
AZYO,Aziyo Biologics,Medical Devices,85.42M,Healthcare
AZZ,AZZ Inc.,Electrical Equipment,1.37B,Industrial
B,Barnes Group,Machinery,2.36B,Industrials
BA,The Boeing Company,Aerospace & Defense,118.32B,Industrial
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,331.23B,Information Technology
BAC,Bank of America,Banks,364.11B,Financials
BACA,Berenson Acquisition I,Blank Check / SPAC,302.19M,SPAC
BAFN,BayFirst Financial,Banks-Regional,88.06M,Financials
BAH,Booz Allen Hamilton Holding,IT Services,11.35B,Information Technology
BAK,Braskem,Chemicals,8.39B,Materials
BALY,Bally's,"Hotels, Restaurants & Leisure",2.07B,Discretionary
BAM,Brookfield Asset Management,Capital Markets,94.69B,Financials
BANC,Banc of California,Banks,1.23B,Financials
BAND,Bandwidth,Diversified Telecommunication Services,1.80B,Communication
BANF,BancFirst,Banks,2.30B,Financials
BANR,Banner,Banks,2.08B,Financials
BANX,StoneCastle Financial,Capital Markets,155.32M,Financials
BAOS,Baosheng Media Group Holdings,Advertising Agencies,26.20M,Communication
BAP,Credicorp,Banks,9.71B,Financials
BARK,The Original BARK Company,Specialty Retail,725.47M,Discretionary
BASE,Couchbase,Software-Infrastructure,1.09B,Information Technology
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",159.48M,Energy
BAX,Baxter International,Health Care Equipment & Supplies,42.98B,Healthcare
BB,BlackBerry,Software,5.36B,Information Technology
BBAI,BigBear.ai Holdings,Information Technology Services,260.07M,Information Technology
BBAR,Banco BBVA Argentina,Banks,643.29M,Financials
BBBY,Bed Bath & Beyond,Specialty Retail,1.47B,Discretionary
BBCP,Concrete Pumping Holdings,Construction & Engineering,464.07M,Industrial
BBD,Banco Bradesco,Banks,33.14B,Financials
BBDC,Barings BDC,Capital Markets,719.78M,Financials
BBGI,Beasley Broadcast Group,Media,55.60M,Communication
BBI,Brickell Biotech,Biotechnology,26.33M,Healthcare
BBIG,Vinco Ventures,Leisure,324.83M,Discretionary
BBIO,BridgeBio Pharma,Biotechnology,2.46B,Healthcare
BBL,BHP Group,Metals & Mining,151.16B,Materials
BBLG,Bone Biologics,Medical Devices,36.43M,Healthcare
BBLN,Babylon Holdings,Health Information Services,2.39B,Healthcare
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",166.24M,Discretionary
BBSI,Barrett Business Services,Professional Services,518.29M,Services
BBU,Brookfield Business Partners,Construction & Engineering,3.58B,Industrial
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,38.95B,Financials
BBW,Build-A-Bear Workshop,Specialty Retail,318.72M,Discretionary
BBWI,Bath & Body Works,Specialty Retail,17.99B,Discretionary
BBY,Best Buy Co.,Specialty Retail,24.44B,Discretionary
BC,Brunswick,Leisure Products,7.77B,Discretionary
BCAB,BioAtla,Biotechnology,723.09M,Healthcare
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,74.42M,SPAC
BCBP,BCB Bancorp,Banks,262.82M,Financials
BCC,Boise Cascade Company,Paper & Forest Products,2.80B,Materials
BCDA,BioCardia,Biotechnology,32.73M,Healthcare
BCE,"BCE, Inc.",Diversified Telecommunication Services,47.29B,Communication
BCEL,Atreca,Biotechnology,112.57M,Healthcare
BCH,Banco de Chile,Banks,7.93B,Financials
BCLI,Brainstorm Cell Therapeutics,Biotechnology,145.11M,Healthcare
BCML,BayCom,Banks,200.46M,Financials
BCO,The Brink's Company,Commercial Services & Supplies,3.22B,Industrial
BCOR,Blucora,Capital Markets,843.81M,Financials
BCOV,Brightcove,IT Services,419.95M,Information Technology
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,70.02M,Financials
BCPC,Balchem,Chemicals,5.46B,Materials
BCRX,BioCryst Pharmaceuticals,Biotechnology,2.49B,Healthcare
BCS,Barclays,Banks,43.34B,Financials
BCSF,Bain Capital Specialty Finance,Capital Markets,981.99M,Financials
BCTX,BriaCell Therapeutics,Biotechnology,131.76M,Healthcare
BCYC,Bicycle Therapeutics,Biotechnology,1.79B,Healthcare
BDC,Belden,"Electronic Equipment, Instruments & C...",2.95B,Industrial
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",57.38M,Discretionary
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts...,2.30B,Real Estate
BDR,Blonder Tongue Laboratories,Communications Equipment,7.31M,Industrial
BDSI,BioDelivery Sciences International,Pharmaceuticals,306.27M,Healthcare
BDSX,Biodesix,Diagnostics & Research,142.97M,Healthcare
BDTX,Black Diamond Therapeutics,Biotechnology,193.10M,Healthcare
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,71.68B,Healthcare
BE,Bloom Energy,Electrical Equipment,3.85B,Industrial
BEAM,Beam Therapeutics,Beverages,5.43B,Discretionary
BEAT,HeartBeam,Health Information Services,24.05M,Healthcare
BECN,Beacon Roofing Supply,Trading Companies & Distributors,4.02B,Industrials
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,138.26M,Discretionary
BEEM,Beam Global,Electrical Equipment,166.46M,Industrial
BEKE,KE Holdings,Real Estate Management & Development,23.96B,Real Estate
BELFA,Bel Fuse,Electronic Components,164.84M,Industrial
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",164.84M,Industrial
BEN,Franklin Resources,Capital Markets,16.81B,Financials
BENE,Benessere Capital Acquisition,Blank Check / SPAC,151.02M,SPAC
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,9.84B,Energy
